date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:50:06	378980/378980	---MCZ	200	added ('OK')	font/ttf	etag:%225df376e4bded202347c9300279e96757-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/media/fa-solid-900.4b1201bf.ttf	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/fa-solid-900.4b1201bf.ttf	(from https://finbiz-nextjs.netlify.app/_next/static/css/25ef7637e285c945.css)
21:50:09	1714802/1714802	---MCZ	200	added ('OK')	image/svg+xml	etag:%2260644d9e3dcfac61f502111abf246cb1-ssl-df%22	https://finbiz-nextjs.netlify.app/_next/static/media/fa-solid-900.6df92e6e.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/fa-solid-900.6df92e6e.svg	(from https://finbiz-nextjs.netlify.app/_next/static/css/25ef7637e285c945.css)
21:50:10	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-1.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-1.99.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:12	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-2.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-2.9a.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:15	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-3.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-3.9b.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:19	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-4.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-4.9c.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:25	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-5.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-5.9d.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:28	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-6.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-6.9e.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:31	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-7.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-7.9f.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:34	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-8.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-8.a0.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:36	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-9.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-9.a1.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:38	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-10.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-10.a2.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:42	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-11.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-11.a3.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:44	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-12.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-12.a4.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:47	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-13.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-13.a5.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:48	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-14.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-14.a6.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:50	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-15.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-15.a7.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:51	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-16.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-16.a8.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:52	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-17.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-17.a9.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:54	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-18.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-18.aa.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:55	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-19.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-19.ab.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:56	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-20.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-20.ac.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:58	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-21.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-21.ad.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:50:59	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-22.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-22.ae.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:01	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-23.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-23.af.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:02	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-24.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-24.b0.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:03	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-25.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-25.b1.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:05	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-26.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-26.b2.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:06	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-27.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-27.b3.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:07	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-28.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-28.b4.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:08	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-29.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-29.b5.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:10	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-30.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-30.b6.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:11	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-31.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-31.b7.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:13	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-32.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-32.b8.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:14	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-33.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-33.b9.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:15	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-34.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-34.ba.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:17	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-35.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-35.bb.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:18	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-36.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-36.bc.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:20	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-37.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-37.bd.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:21	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-38.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-38.be.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:23	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-39.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-39.bf.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:25	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-40.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-40.c0.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:26	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-1.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-1.c1.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:28	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-2.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-2.c2.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:29	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-3.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-3.c3.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:30	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-4.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-4.c4.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:31	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-5.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-5.c5.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:32	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-6.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-6.c6.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:34	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-7.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-7.c7.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:35	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-8.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-8.c8.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:36	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-9.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-9.c9.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:38	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-10.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-10.ca.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:39	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-11.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-11.cb.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:41	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-12.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-12.cc.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:42	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-13.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-13.cd.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:43	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-14.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-14.ce.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:45	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-15.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-15.cf.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:46	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-16.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-16.d0.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:47	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-17.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-17.d1.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:49	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-18.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-18.d2.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:50	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-19.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-19.d3.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:51	8308/8308	---MCZ	404	error ('Not%20Found')	text/html	etag:%22h1eayn02re6es%22	https://finbiz-nextjs.netlify.app/assets/images/bg/bg-image-20.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/bg/bg-image-20.d4.delayed	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:52	434/434	---M--	200	added ('OK')	image/svg+xml	etag:%2251ba02022b06408c180d71cca0703d79-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/01.e7d6076e.svg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/01.e7d6076e.svg	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:54	211728/211728	---M--	200	added ('OK')	image/png	etag:%22af5839c9ad11c8fb2293ec2593ad60ef-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/02.dfd4e667.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/02.dfd4e667.png	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:55	144358/144358	---M--	200	added ('OK')	image/png	etag:%220c0111fa7c6a4dbd2e120cba5678ee2b-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/03.f092b379.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/03.f092b379.png	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:55	1243/1243	---M--	200	added ('OK')	image/png	etag:%22e1126c122512bb9a5a28a78ef96e8ba9-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/close.1601607b.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/close.1601607b.png	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:56	58600/58600	---M--	200	added ('OK')	image/jpeg	etag:%221820af64f2114ad11c6de847fef56b26-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/01.2f54ad71.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/01.2f54ad71.jpg	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:57	119567/119567	---M--	200	added ('OK')	image/jpeg	etag:%2265c1195da81b78a97537172cc2e425d9-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/banner-01.c3e0a072.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/banner-01.c3e0a072.jpg	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:58	116819/116819	---M--	200	added ('OK')	image/jpeg	etag:%226e21e287e4cb6e82da207b27e51933d4-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/banner-02.9f598815.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/banner-02.9f598815.jpg	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:51:59	78060/78060	---M--	200	added ('OK')	image/jpeg	etag:%229eb129beb9236da88ab5d1db9ffe4699-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/banner-03.aef20e64.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/banner-03.aef20e64.jpg	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:52:00	83752/83752	---M--	200	added ('OK')	image/webp	etag:%22f3fd4fa4ed3ea2710f9e082bddc561c6-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/banner/shape/shape.webp	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/banner/shape/shape.webp	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:52:01	89685/89685	---M--	200	added ('OK')	image/jpeg	etag:%2264c9fe2848b45545df3ae47e66eaf74f-ssl%22	https://finbiz-nextjs.netlify.app/assets/images/banner/img.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/assets/images/banner/img.jpg	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:52:02	7604/7604	---M--	200	added ('OK')	image/png	etag:%22cf1a873895e7e9c14d4299df37cb6f5b-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/bg.81b04a2d.png	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/bg.81b04a2d.png	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
21:52:03	108252/108252	---M--	200	added ('OK')	image/jpeg	etag:%22ebbbdc4986ef1228645e1cb189e97dcb-ssl%22	https://finbiz-nextjs.netlify.app/_next/static/media/banner-bg5.0028e1d5.jpg	E:/Copy%20Website/finbiz/finbiz-nextjs.netlify.app/_next/static/media/banner-bg5.0028e1d5.jpg	(from https://finbiz-nextjs.netlify.app/_next/static/css/88d35cb6dcd720fb.css)
